"","alcohol_by_volume"
"236",19.2950749437366
"237",16.5235247398525
"238",21.6023444311872
"239",42.1935206747473
"240",38.8249866572126
"241",18.4809456860923
"242",38.8976550829226
"243",13.2215623773873
"244",60.6661864959615
"245",36.3156302825634
"246",53.4067961423499
"247",14.4257420480609
"248",37.903614187911
"249",15.0832593897236
"250",50.7982451453904
"251",16.5394446239517
"252",19.601653237791
"253",17.3864696299602
"254",41.0974894428579
"255",20.4090617019033
"256",43.8780248260374
"257",17.5890776021936
"258",42.1555146292337
"259",47.2563504702737
"260",27.366443447228
"261",16.841907417906
"262",34.5011321432999
"263",36.9167848154888
"264",16.9700871628712
"265",15.0367228748132
"266",25.3443847940294
"267",32.8423084420658
"268",39.8982688463437
"269",46.5577289521736
"270",16.7740118229632
"271",41.2270634253794
"272",14.7823271839278
"273",17.2472294650438
"274",43.9899240744674
"275",34.4355503970152
"276",15.4264048478646
"277",36.3513003072858
"278",16.3532326757039
"279",57.5605755307482
"280",37.7780183983388
"281",51.3869119883767
"282",18.2525787035562
"283",15.511734619797
"284",39.9913155901789
"285",41.0901928600278
"286",40.132262923729
"287",18.4941296391003
"288",15.3097537045932
"289",61.8351524090207
"290",16.0272529890442
"291",17.0298432164144
"292",53.6871280462673
"293",25.2642603707417
"294",42.6683633264363
"295",39.8934594418462
"296",17.0004580699716
"297",40.7200567943606
"298",13.6005497933874
"299",13.1864775065502
"300",21.0649635682565
"301",45.9924609040645
"302",50.7512323706777
"303",16.8507492136269
"304",11.6876841212266
"305",13.0950470848767
"306",17.978723293647
"307",30.9422462414972
"308",16.9255851809676
"309",16.8124338708285
"310",18.8212554262382
"311",37.3782325553821
"312",49.6900904889721
"313",17.1916704853522
"314",17.2393376515063
"315",18.5136400501718
"316",19.2280320804993
"317",62.8314640444586
"318",36.0160193012428
"319",14.3420284275458
"320",37.3020051732588
"321",16.5671564699785
"322",33.2794481799943
"323",20.3679484825176
"324",16.3038574437428
"325",15.3779043168537
"326",22.3873567266209
"327",74.9574586237019
"328",17.1340379303169
"329",50.0633124863261
"330",27.8280661310336
"331",53.0959654735492
"332",54.4080109935757
"333",34.3363827192051
"334",43.7558663498928
"335",16.7262641194505
"336",44.1806376778793
"337",17.4325864914763
"338",72.6853612666606
"339",16.0285026608052
"340",17.4677864165536
"341",15.9385789540273
"342",36.2250025566429
"343",71.6668825998577
"344",31.5889963706953
"345",31.6474410684895
"346",59.6960533081028
"347",62.8728197221341
"348",48.1116576556704
"349",75.5861829111952
"350",45.0228896692479
"351",50.7848322312388
"352",17.8246499790112
"353",15.6832089497907
"354",17.2046982673814
"355",18.7831145038103
"356",15.1471066106745
"357",18.2065113907716
"358",14.9444361267271
"359",16.8523614943695
"360",48.1441591650175
"361",18.5255413463761
"362",40.4419320866819
"363",78.6626907477783
"364",36.3839927683057
"365",19.5572951290722
"366",15.155603028611
"367",26.0072711614537
"368",20.1235581795927
"369",2.55432667757459
"370",16.9955320941827
"371",16.0073343949427
"372",35.3033669855399
"373",39.8563960362313
"374",31.0773650869481
"375",16.911106072409
"376",50.2766275863321
"377",71.1555173579791
"378",18.4770660431189
"379",18.0510380597483
"380",33.5890721454474
"381",20.2501745599905
"382",32.1523296110143
"383",15.1756045573886
"384",14.0288508276066
"385",51.3638992568371
"386",16.5238478782778
"387",21.2580416160708
"388",29.7117144605538
"389",47.8456202167386
"390",69.9057331130337
"391",69.8530520768266
"392",39.6926286585982
"393",42.3420091802945
"394",39.6344211241997
"395",19.5217047898581
"396",38.9264386962191
"397",62.1811802242964
"398",40.7982107985369
"399",30.189466195517
"400",41.1616615625034
"401",-3.82118868559093
"402",14.9279040430815
"403",48.8703698292308
"404",23.9196398796854
"405",36.8561334893398
"406",36.0249959639744
"407",46.4417015841353
"408",13.8962105872408
"409",18.2702990063615
"410",17.1692070227524
"411",46.2526878381446
"412",38.379211629348
"413",16.3232489422381
"414",18.1375601393703
"415",15.177559821129
"416",15.6775542472616
"417",14.338043244003
"418",37.88073441121
"419",33.5536084649129
"420",15.966657152667
"421",75.3217368950696
"422",17.8332846765635
"423",39.9405140690749
"424",38.5768144003627
"425",20.1604337849526
"426",16.2715807280512
"427",32.7972208308719
"428",16.0781919303501
"429",32.5689733751611
"430",17.9423068277924
"431",16.0585282007194
"432",14.3878586611786
"433",19.1463107728466
"434",15.6645151155116
"435",58.3373528574755
"436",45.2839610983695
"437",17.0090189867785
"438",15.9798901050996
"439",34.8799768966869
"440",13.3892040415931
"441",67.8800051200292
"442",15.4037507819568
"443",17.2232893500444
"444",77.9366040687859
"445",13.6366861304032
"446",39.4344651881722
"447",14.6980620502231
"448",36.9590008801472
"449",59.5825777221672
"450",47.4793942452881
"451",16.5679474609318
"452",19.0239039779752
"453",18.9158408697054
"454",18.4595860829538
"455",34.4235281247128
"456",71.9043148321582
"457",12.8986341589835
"458",13.7308963016018
"459",27.4365343097286
"460",25.9073728493074
"461",66.3453875239136
"462",15.1050493913051
"463",14.6255647141339
"464",63.8596762107167
"465",32.7559372626334
"466",66.4376911132318
"467",15.6181187040213
"468",15.9782856016886
"469",18.5118685758639
"470",17.6935275920284
"471",16.8349013229194
"472",37.7031165120446
"473",15.7678507672826
"474",35.7787261441417
"475",70.2260222536565
"476",24.259230662148
"477",19.3569592779841
"478",18.3376668373133
"479",34.6633229827895
"480",32.543886615623
"481",14.6062856101464
"482",31.7683717603739
"483",62.6547083870669
"484",19.5007144219135
"485",38.8439614438646
"486",54.2758872058732
"487",16.2121173215003
"488",19.201568115635
"489",38.02788463432
"490",12.5457626806925
"491",42.9903969060677
"492",39.4814447413839
"493",32.1087830857674
"494",56.2679963257646
"495",16.538185870762
"496",30.7644263821366
"497",49.1856250631878
"498",43.3259438585172
"499",14.1835117420279
"500",37.9862856251038
"501",43.4321024248512
"502",7.77292406859601
"503",36.1780752818199
"504",35.4707575550416
"505",16.7750790958768
"506",57.2118547390787
"507",17.8690174203189
"508",18.6119362685487
"509",42.4973441895128
"510",67.9190218418232
"511",17.0039019945405
"512",40.6018790257608
"513",15.0724577209973
"514",39.1513949070154
"515",24.4153450400656
"516",38.6108605303171
"517",16.8465994011385
"518",15.5323244114731
"519",34.4519361650723
"520",14.8503023606669
"521",21.1773755431781
"522",15.0717488650365
"523",22.895926201779
"524",16.4525347278854
"525",39.0720431777442
"526",42.046119673123
"527",58.3490266292031
"528",34.912208329924
"529",17.8362509871478
"530",17.4755965079882
"531",16.3855657205417
"532",17.0895079491762
"533",13.1588920865757
"534",44.5463755390808
"535",37.8695675217233
"536",17.1246037215145
"537",64.5608868073907
"538",68.2016949078999
"539",15.9855876231468
"540",38.2279905872671
"541",49.8779489976853
"542",17.7331606493149
"543",47.3205497488144
"544",17.4416499158894
"545",30.4190803256037
"546",14.3794203186797
"547",20.8169247978267
"548",42.4698452775498
"549",14.8435872367304
"550",36.4561868308874
"551",18.0678992328069
"552",20.0365192146729
"553",74.7561267284871
"554",44.3509889324731
"555",12.8115264932125
"556",13.1499617942697
"557",20.3631428776899
"558",34.485262702003
"559",20.040861835839
"560",45.275374705678
"561",32.4255460186975
"562",44.4741317828415
"563",16.2495760186975
"564",16.7165553998372
"565",37.5548861238485
"566",16.3655611764953
"567",58.1206329726204
"568",14.1850967071823
"569",19.5218430492745
"570",69.5491361086095
"571",18.4313982689611
"572",14.9876460521615
"573",44.5851211182175
"574",58.564113614753
"575",26.3211817152649
"576",16.7474673298639
"577",37.0015175863531
"578",51.5620448902411
"579",16.1252493485419
"580",69.4729090202422
"581",23.0353564451132
"582",67.139820192757
"583",17.1087142870661
"584",16.9856522766753
"585",40.1211893887488
"586",34.4465461808349
"587",15.9398635296684
"588",39.0359422879206
"589",86.8725572843534
"590",16.2656824654132
"591",35.8280302445036
"592",35.6704603879414
"593",33.9211400184604
"594",33.3673795766656
"595",37.9572448937159
"596",38.2014236119467
"597",56.7979825641308
"598",36.6864115884329
"599",17.0019737217519
"600",16.1860775520401
"601",15.4297778208873
"602",48.5558232031509
"603",36.9350347656265
"604",16.2456073784153
"605",13.8532771788705
"606",14.5091204580824
"607",15.5945236281287
"608",17.4919423948232
"609",36.9766068899463
"610",16.6476390705308
"611",34.8545705947163
"612",17.1058498685351
"613",17.8553591578086
"614",13.0155991331548
"615",45.1167648794585
"616",14.2938945212208
"617",35.4811934708261
"618",15.9263208402169
"619",13.8610403224977
"620",39.313831976211
"621",83.9552280093805
"622",19.177332062026
"623",22.0463315129273
"624",17.8608083019759
"625",44.4577510788593
"626",16.9841910672493
"627",48.6033320790274
"628",60.145548726631
"629",41.97229862943
"630",14.1348281076549
"631",12.6270738259934
"632",16.6404522579292
"633",38.6048768873565
"634",39.531090110951
"635",13.380872275825
"636",16.3209580267724
"637",17.937893911102
"638",62.6215566694003
"639",39.2945520859161
"640",17.5947901389254
"641",16.1067685369913
"642",29.5770005342092
"643",54.4156213804621
"644",16.3362949761551
"645",17.6847053687818
"646",17.0990744535046
"647",17.4621577045433
"648",43.8698178863405
"649",17.8704054162667
"650",19.3278088750359
"651",65.8797224867131
"652",49.0230988864667
"653",58.5818890193266
"654",15.8152983401226
"655",39.2180638877983
"656",16.7687521329045
"657",50.4993049404841
"658",39.3995519755184
"659",13.9575643120522
"660",16.1391952310099
"661",34.1632774212174
"662",16.4526425460589
"663",46.7881753896715
"664",48.4591349525567
"665",20.7666513024542
"666",17.4107830538783
"667",17.3821922331643
"668",46.3308227277458
"669",36.2977068008267
"670",43.9904553731341
"671",17.6870646283393
"672",15.3718563391091
"673",10.4413437305216
"674",18.0499802439111
"675",33.7977936904544
"676",17.5659475777638
"677",18.3934086028857
"678",15.1566813785577
"679",13.8753598023071
"680",35.1834193805719
"681",36.8471280131315
"682",38.1168259047534
"683",17.1349996180337
"684",16.6016274318308
"685",23.8416264396513
"686",17.8660770379405
"687",53.6403797842522
"688",12.5337117996902
"689",36.9076315848934
"690",37.0951252288592
"691",41.2464464894884
"692",16.4388517707846
"693",40.2431456456131
"694",40.9358646796337
"695",11.9726361028012
"696",20.9613879595931
"697",40.5448661838299
"698",42.8825193311524
"699",44.4320111749496
"700",13.6364606871429
"701",47.3609447606073
"702",37.4624159745107
"703",17.9184947602028
"704",36.7212306515109
"705",19.5036818314268
"706",15.5362341281986
"707",11.5983411504691
"708",17.3037893199849
"709",38.3157731778441
"710",18.2096254412308
"711",14.2230563405778
"712",17.3295936390497
"713",15.8350418391932
"714",95.7493281834247
"715",17.8231941153642
"716",36.3482354652305
"717",34.1024778358056
"718",41.1756820571108
"719",17.5550950889536
"720",16.4161101191395
"721",14.1198431646928
"722",37.1688802948528
"723",91.3654266398954
"724",16.1433224259403
"725",17.0596562366917
"726",45.7294543400549
"727",19.464386449254
"728",15.8957097776641
"729",15.3628048533155
"730",15.4722127064796
"731",36.4822315009007
"732",31.0646358075806
"733",16.3155314101378
"734",50.3730991520602
"735",31.7275092015056
"736",15.3185320700798
"737",17.9241086437551
"738",25.843830789014
"739",47.0922786850127
"740",14.9082263017632
"741",13.6911912179837
"742",15.2035973661915
"743",45.0467870677089
"744",17.9065542374366
"745",38.9375249825491
"746",36.095096572829
"747",20.0150689117083
"748",15.6982632424074
"749",45.5376609015388
"750",33.5952747045272
"751",35.8278514910593
"752",56.9148272790586
"753",11.5635641651928
"754",40.2497660283719
"755",16.6282566724239
"756",37.7998619624071
"757",15.6391949337897
"758",60.1530414774688
"759",15.3595320744181
"760",60.6295768237703
"761",57.1530418836137
"762",17.9743637409562
"763",16.0482457520769
"764",20.2640602636886
"765",49.2736388251428
"766",19.4639125312907
"767",51.3213567988087
"768",43.5882191048363
"769",16.5580510770431
"770",36.6616368712821
"771",35.4838412272396
"772",21.0370446232586
"773",14.8328933676735
"774",17.2879886874678
"775",16.2505900659923
"776",39.914555276322
"777",63.708846857111
"778",45.799208879503
"779",25.5777968959071
"780",19.7095481416535
"781",18.4295989690153
"782",17.341131699246
"783",17.1728897551202
"784",34.7471048493501
"785",18.7228124608927
"786",13.6596795517646
"787",16.7404960596453
"788",15.1111191524808
"789",17.1139604898231
"790",35.6559236515249
"791",1.10442451409445
"792",16.9789241139103
"793",31.1534846433264
"794",26.165579382863
"795",16.1244453385588
"796",12.9889863973323
"797",36.2892489380129
"798",33.4724030367998
"799",30.6056383432762
"800",34.0370613315151
"801",16.0151947175402
"802",16.4117509138718
"803",18.1840841430004
"804",49.9768712472275
"805",14.248365045462
"806",37.8782125455034
"807",34.9271426451281
"808",18.0909239578395
"809",43.4904711645638
"810",14.1888097967932
"811",14.6865846977389
"812",15.9187575937959
"813",54.2314705171192
"814",47.184820998408
"815",17.1971692386544
"816",43.8411802531322
"817",16.2953301690782
"818",13.4398881416806
"819",59.7711557840104
"820",14.6070274678403
"821",12.5202051248083
"822",36.7518426886849
"823",45.9700936734296
"824",14.8885383743156
"825",44.8973835732858
"826",37.5426979198678
"827",14.450117942433
"828",50.8997005042413
"829",16.0371372582894
"830",28.0651790691599
"831",17.0760757769587
"832",46.7624658670032
"833",13.9575125112026
"834",43.1496452642871
"835",40.3785820285244
"836",12.4129961107521
"837",15.035775482924
"838",14.4612416499768
"839",31.712355567143
"840",57.5989713745226
"841",15.1011517542899
"842",15.3260164008603
"843",57.0834447439005
"844",20.0434522832801
"845",18.1803372443325
"846",48.4546199802085
"847",19.1196328937735
"848",18.5185873120358
"849",12.4961960372022
"850",18.2959962790007
"851",44.8938317666756
"852",64.7512355957707
"853",34.132267915834
"854",18.2754285223824
"855",17.8349510021308
"856",34.7468435135885
"857",15.3503650623825
"858",64.7737449099802
"859",43.7143517667383
"860",19.2659034948498
"861",42.7441808979921
"862",15.2558772515318
"863",51.2196383451899
"864",31.4718072019128
"865",60.3722151889427
"866",41.4148830149981
"867",12.5871948906143
"868",61.2922402077038
"869",56.0077511365582
"870",18.9902375299423
"871",59.99656755232
"872",42.7466793502547
"873",32.2467104446234
"874",19.352968351755
"875",6.51781056752423
"876",15.6343012552673
"877",29.1497790910574
"878",19.7827699389184
"879",44.8339405295798
"880",21.0596796402899
"881",15.3557527380482
"882",84.8281721861189
"883",64.5579245320068
"884",15.8993583753961
"885",32.7994737337754
"886",39.6227397146004
"887",15.3154422658745
"888",34.9665516459099
"889",70.8816642498318
"890",15.3414049279139
"891",63.7803792074614
"892",17.5727179193076
"893",18.7340531742373
"894",16.4137878051104
"895",17.7462856660112
"896",15.0115937970301
"897",16.2241595263364
"898",34.5726928367457
"899",38.8238369038289
"900",39.1844727706986
"901",17.83051540992
"902",15.5346855882296
"903",17.1408663042396
"904",17.1861589277521
"905",41.9363718411942
"906",15.4205438976081
"907",14.194511132298
"908",19.0846965704013
"909",13.482420391036
"910",16.1287733889753
"911",16.1499014428079
"912",52.4146785634666
"913",45.5528048087284
"914",34.3274530503253
"915",37.1095439960511
"916",63.5681888826585
"917",17.3291075366576
"918",32.7869394143365
"919",35.7470565356373
"920",35.6100056016643
"921",18.3103888740019
"922",38.6932641806705
"923",43.1865894883314
"924",74.0481056646404
"925",33.5736960881387
"926",13.620878832164
"927",63.9912506529662
"928",16.7930800608491
"929",16.4604426377371
"930",17.6172137974062
"931",34.4666465546172
"932",35.4258834458303
"933",37.1998092116911
"934",17.5771725400202
"935",36.8810642356211
"936",58.9517517222536
"937",38.3153346930551
"938",47.1502601394712
"939",15.3941520483676
"940",29.070854470034
"941",23.5953079415379
"942",36.5342939012925
"943",42.6234834752136
"944",18.2660360119471
"945",56.4978095605284
"946",14.1644918763209
"947",16.0731288268888
"948",38.1008291969349
"949",17.7396845154122
"950",68.3006082051533
"951",16.4157871801791
"952",17.5839445994683
"953",34.1182048753394
"954",16.6083468847001
"955",15.9195897586502
"956",74.7582779230539
"957",42.33585384153
"958",17.9579874002809
"959",17.946832148023
"960",32.5122793757629
"961",36.3182275506591
"962",11.5568578949171
"963",75.5366099938831
"964",25.9029948080914
"965",18.4921276478503
"966",14.6881884588802
"967",15.3879151476483
"968",34.7712661390914
"969",14.3121549717183
"970",48.173526076203
"971",43.2289873710709
"972",18.1285220226867
"973",34.0085988252947
"974",79.2734064514759
"975",17.0683998310101
"976",16.7496567766914
"977",17.5010599131959
"978",15.605541880302
"979",14.8111967188692
"980",18.4151787046134
"981",21.7139936691794
"982",20.0884413570804
"983",15.4623852688109
"984",16.813681071455
"985",20.4377860794416
"986",38.430417685857
"987",34.0387353656933
"988",17.070384479007
"989",19.0361961457877
"990",51.1322724403715
"991",15.3778177111983
"992",77.7739711781325
"993",19.7854441607407
"994",27.9731399797667
"995",16.5500113206575
"996",38.9685176656876
"997",15.2279530945606
"998",42.0961097474588
"999",17.0355947501519
"1000",39.8613051140246
"1001",32.8052769416585
"1002",13.5976164825493
"1003",14.547603754458
"1004",17.7358997878615
"1005",34.8480258099886
"1006",17.6221058820516
"1007",14.317983990837
"1008",18.7532666047806
"1009",18.4236998964665
"1010",16.7573212969985
"1011",14.1766816282461
"1012",15.9761968074397
"1013",38.8242968434002
"1014",16.3090230759941
"1015",18.3058787256367
"1016",18.1908165325514
"1017",17.3920317498885
"1018",21.1310815020161
"1019",29.8386906843472
"1020",16.2669672011671
"1021",36.5318359494938
"1022",16.5604128750035
"1023",18.8676611247112
"1024",14.095695934522
"1025",19.570933119575
"1026",14.3491542998001
"1027",11.858147317744
"1028",24.9422495002628
"1029",50.5261556115616
"1030",36.1641539584028
"1031",14.9742618992762
"1032",14.5756291075857
"1033",62.6450230014928
"1034",17.7243000947237
"1035",15.3585717129548
"1036",20.2731686799708
"1037",19.3721033365142
"1038",43.4649301343734
"1039",18.4911397353303
"1040",35.4501395254965
"1041",67.4198900022719
"1042",12.013740164859
"1043",51.3966029800096
"1044",29.6070223234458
"1045",12.1056595487831
"1046",57.359285950508
"1047",13.6088348578884
"1048",35.1517962453698
"1049",15.9116760785959
"1050",28.2569363655344
"1051",36.0574961714449
"1052",14.3194847253966
"1053",19.1986028361795
"1054",32.3927585433584
"1055",20.4309098020137
"1056",38.489159757231
"1057",16.1999629789568
"1058",21.9699843558324
"1059",15.6808339153061
"1060",14.0280567854025
"1061",78.6813739863458
"1062",15.4949690698718
"1063",36.8926698052888
"1064",19.4412238296377
"1065",56.5782030463686
"1066",14.1263145947786
"1067",17.4016735499692
"1068",18.3011642265905
"1069",13.9459575298796
"1070",35.6814978967967
"1071",17.5862648422537
"1072",39.48161714674
"1073",19.3936340252433
"1074",37.8598196618511
"1075",40.733281242081
"1076",17.7076699362508
"1077",36.1697541569669
"1078",44.5360817584818
"1079",17.0048743320798
"1080",43.4488455611485
"1081",11.6170801574735
"1082",11.9695263550967
"1083",11.1367351259065
"1084",18.7084850939905
"1085",44.5523364301414
"1086",39.4436973925302
"1087",78.9467514357992
"1088",37.9212357352532
"1089",17.3928535613164
"1090",14.0462330505235
"1091",13.1810302413375
"1092",16.5238902452177
"1093",43.8714011007311
"1094",38.7799959528349
"1095",17.1301207632413
"1096",14.8990218076687
"1097",41.6321993117234
"1098",96.5350086797921
"1099",13.465329125755
"1100",38.2224504589579
"1101",12.7457302562482
"1102",36.0227897704663
"1103",37.9929227935887
"1104",40.7245257255171
"1105",15.3182711180602
"1106",16.4339682959786
"1107",18.3805336262804
"1108",20.7467355501513
"1109",64.0389071680824
"1110",15.5282031437864
"1111",15.6948003323037
"1112",17.2967161708078
"1113",56.1984834742124
"1114",19.8114638578779
"1115",17.4282556321442
"1116",42.1817531936203
"1117",41.7530560235349
"1118",15.561965981427
"1119",41.1463406061463
"1120",14.4662863156352
"1121",18.7546324910106
"1122",35.884753428251
"1123",19.4533877719667
"1124",37.280569845175
"1125",15.9581250000712
"1126",16.0490128404206
"1127",20.0432439619605
"1128",13.7624579002587
"1129",16.4255120640149
"1130",40.0551046744233
"1131",34.1613667339078
"1132",34.1844400963974
"1133",41.1245798424505
"1134",35.4441663996584
"1135",16.5701326061305
"1136",14.0933760151494
"1137",18.4779578544708
"1138",18.6414656950132
"1139",35.2001878218673
"1140",31.656615111505
"1141",18.2027673571456
"1142",15.0312408676595
"1143",37.5032277905306
"1144",14.5430927691234
"1145",36.2642563839148
"1146",30.5893312277013
"1147",13.5347698338088
"1148",15.1021891942457
"1149",35.7744600795582
"1150",16.8530693924753
"1151",14.4702967334032
"1152",12.2665501602327
"1153",15.5420752495453
"1154",17.8102453006282
"1155",21.0934433436923
"1156",18.2062654455929
"1157",39.061482758491
"1158",19.3229775824426
"1159",11.7990182096238
"1160",15.1861202247204
"1161",17.3400766990491
"1162",52.45648009334
"1163",15.6048376443924
"1164",17.2640875038332
"1165",13.7352663997657
"1166",14.8742261642163
"1167",36.2818069187945
"1168",34.7424438042363
"1169",14.3241605958331
"1170",32.1661871899662
"1171",18.4882043760516
"1172",42.2466409618583
"1173",17.2538244338504
"1174",37.1126458122493
"1175",43.2908504774815
"1176",15.6417388446578
"1177",18.4119433148237
"1178",16.6577354145249
"1179",58.86468579917
"1180",13.4270031473259
"1181",17.2037294920959
"1182",17.2111357633178
"1183",42.0801322779298
"1184",32.1267823846788
"1185",78.3100473591448
"1186",16.3138003184268
"1187",39.1589823252621
"1188",16.2999812283766
"1189",37.0265079372709
"1190",14.5677111107896
"1191",36.3469413005468
"1192",13.7768307553284
"1193",62.1465084058332
"1194",18.3194428073707
"1195",39.5332345602448
"1196",14.7171913746613
"1197",34.582984153246
"1198",32.3512760526156
"1199",39.8765555110737
"1200",19.1994992855376
"1201",15.2256411111509
"1202",47.0335540410701
"1203",17.4175761618002
"1204",22.5645373731649
"1205",13.0882135331152
"1206",15.7162096512118
"1207",19.331214229163
"1208",61.5236005269788
"1209",15.1927313261345
"1210",14.6857108392213
"1211",37.6382651625921
"1212",14.8998307860533
"1213",17.8850294225763
"1214",18.2375687439201
"1215",20.4301333125094
"1216",15.2604672360088
"1217",14.9503069557349
"1218",17.2899849636248
"1219",64.4947265604486
"1220",19.2406332199302
"1221",12.8707501133898
"1222",16.8292516305136
"1223",88.1837501187941
"1224",14.5562367264718
"1225",30.8550469913425
"1226",37.4505311720516
"1227",33.5329766903369
"1228",18.4934708096657
"1229",15.7692371087912
"1230",36.606395898113
"1231",16.5570949263192
"1232",15.2620813274511
"1233",17.7263211646579
"1234",17.9459310805592
"1235",58.2179498741498
"1236",43.4372039124036
"1237",17.8203399066887
"1238",14.1059545443471
"1239",13.9331161548671
"1240",16.2653806969392
"1241",58.1036569061084
"1242",74.0874802668664
"1243",17.925718639857
"1244",36.1617979607757
"1245",39.6926684149561
"1246",21.0416348349196
"1247",18.087443110217
"1248",36.0884462364956
"1249",17.9708244695732
"1250",16.5296504018823
"1251",17.4371324872818
"1252",13.9477408984119
"1253",39.2624467390751
"1254",16.5755821063902
"1255",59.2390444567524
"1256",18.5003050567806
